"chain","model","parameter","z"
3,"allmonuments_nozero","scaling[15]",1.57599507825321
3,"allmonuments_nozero","scaling[16]",2.46193587071897
3,"allmonuments_nozero","scaling[17]",2.19087042396552
3,"allmonuments_nozero","scaling[18]",2.42022784176977
3,"allmonuments_nozero","scaling[19]",2.53992761419759
3,"allmonuments_nozero","scaling[20]",2.88398582158653
3,"allmonuments_nozero","scaling[21]",1.06595121956195
3,"allmonuments_nozero","scaling[22]",2.50203773842206
3,"allmonuments_nozero","scaling[23]",1.73430654899554
3,"allmonuments_nozero","scaling[24]",1.78725485846878
3,"allmonuments_nozero","scaling[25]",1.14092931853819
3,"allmonuments_nozero","scaling[26]",2.41128178841761
3,"allmonuments_nozero","scaling[27]",1.47220012848365
3,"allmonuments_nozero","scaling[28]",2.23069297881149
3,"allmonuments_nozero","scaling[29]",2.48749803132341
3,"allmonuments_nozero","scaling[30]",2.07191865333415
3,"allmonuments_nozero","scaling[31]",2.05233749599155
3,"allmonuments_nozero","scaling[32]",1.15257721164989
3,"allmonuments_nozero","scaling[33]",2.52029944217203
3,"allmonuments_nozero","scaling[34]",1.88740230130261
3,"allmonuments_nozero","scaling[35]",2.77193527613401
3,"allmonuments_nozero","scaling[36]",1.6680401834095
3,"allmonuments_nozero","scaling[37]",0.472133066273683
3,"allmonuments_nozero","scaling[38]",2.20723759140298
3,"allmonuments_nozero","scaling[39]",1.74483051529796
3,"allmonuments_nozero","scaling[40]",1.4067130596359
3,"allmonuments_nozero","scaling[41]",1.59178992891083
3,"allmonuments_nozero","scaling[42]",2.50252498263244
3,"allmonuments_nozero","scaling[43]",2.28274473249075
3,"allmonuments_nozero","scaling[44]",0.401769271349576
3,"allmonuments_nozero","scaling[45]",2.02013862490819
3,"allmonuments_nozero","scaling[46]",2.46177004462054
3,"allmonuments_nozero","scaling[47]",2.32056176717665
3,"allmonuments_nozero","scaling[48]",1.70942753263015
3,"allmonuments_nozero","scaling[49]",2.53026704633335
3,"allmonuments_nozero","scaling[50]",2.01541718400114
3,"allmonuments_nozero","scaling[51]",1.91676203802637
3,"allmonuments_nozero","scaling0",2.22711605881703
3,"allmonuments_nozero","sd0",1.399511127071
3,"allmonuments_nozero","sd1",-1.2046503500254
3,"allmonuments_nozero","sigma_pop",-0.817206424812523
3,"allmonuments_nozero","size",0.246045581458667
4,"allmonuments_nozero","b0",-1.08653532555061
4,"allmonuments_nozero","b1",1.52631648404416
4,"allmonuments_nozero","intercept[1]",1.24002585807393
4,"allmonuments_nozero","intercept[2]",0.953964951442813
4,"allmonuments_nozero","intercept[3]",1.55667409919441
4,"allmonuments_nozero","intercept[4]",1.16819573035104
4,"allmonuments_nozero","intercept[5]",0.988725230240124
4,"allmonuments_nozero","intercept[6]",1.08555205508896
4,"allmonuments_nozero","intercept[7]",1.15599348547441
4,"allmonuments_nozero","intercept[8]",1.32459057535926
4,"allmonuments_nozero","intercept[9]",0.890789202592696
4,"allmonuments_nozero","intercept[10]",1.13719859718312
4,"allmonuments_nozero","intercept[11]",1.37851794141456
4,"allmonuments_nozero","intercept[12]",1.26506582215606
4,"allmonuments_nozero","intercept[13]",1.06989945157673
4,"allmonuments_nozero","intercept[14]",1.39942371714116
4,"allmonuments_nozero","intercept[15]",1.04218873763425
4,"allmonuments_nozero","intercept[16]",1.0915978215469
4,"allmonuments_nozero","intercept[17]",1.23816989397428
4,"allmonuments_nozero","intercept[18]",1.09797648992406
4,"allmonuments_nozero","intercept[19]",1.2594496027992
4,"allmonuments_nozero","intercept[20]",1.07578483137307
4,"allmonuments_nozero","intercept[21]",1.1902731572857
4,"allmonuments_nozero","intercept[22]",1.09347440920338
4,"allmonuments_nozero","intercept[23]",1.10582332614039
4,"allmonuments_nozero","intercept[24]",1.40171299223798
4,"allmonuments_nozero","intercept[25]",1.27923364786272
4,"allmonuments_nozero","intercept[26]",0.913421700699868
4,"allmonuments_nozero","intercept[27]",1.29057601399569
4,"allmonuments_nozero","intercept[28]",1.06278437839166
4,"allmonuments_nozero","intercept[29]",1.14834181103938
4,"allmonuments_nozero","intercept[30]",0.853845339339198
4,"allmonuments_nozero","intercept[31]",1.13254453828493
4,"allmonuments_nozero","intercept[32]",1.0518644185862
4,"allmonuments_nozero","intercept[33]",1.17931651273519
4,"allmonuments_nozero","intercept[34]",1.32378089756286
4,"allmonuments_nozero","intercept[35]",0.940834272265963
4,"allmonuments_nozero","intercept[36]",1.47998864016615
4,"allmonuments_nozero","intercept[37]",1.11162676867699
4,"allmonuments_nozero","intercept[38]",0.991549597179521
4,"allmonuments_nozero","intercept[39]",1.27565088382254
4,"allmonuments_nozero","intercept[40]",1.46167830899933
4,"allmonuments_nozero","intercept[41]",1.14905105704056
4,"allmonuments_nozero","intercept[42]",0.833997161991846
4,"allmonuments_nozero","intercept[43]",1.30115275631551
4,"allmonuments_nozero","intercept[44]",1.23373604347383
4,"allmonuments_nozero","intercept[45]",0.997203505732936
4,"allmonuments_nozero","intercept[46]",1.07370293056151
4,"allmonuments_nozero","intercept[47]",0.774998271579512
4,"allmonuments_nozero","intercept[48]",1.41672675529063
4,"allmonuments_nozero","intercept[49]",1.17546047525896
4,"allmonuments_nozero","intercept[50]",1.31194044308727
4,"allmonuments_nozero","intercept[51]",1.25301910111287
4,"allmonuments_nozero","intercept0",1.22629498339559
4,"allmonuments_nozero","scaling[1]",-1.42645407094064
4,"allmonuments_nozero","scaling[2]",-1.30357696994294
4,"allmonuments_nozero","scaling[3]",-1.67946344105974
4,"allmonuments_nozero","scaling[4]",-1.28097376506008
4,"allmonuments_nozero","scaling[5]",-1.4457611737825
4,"allmonuments_nozero","scaling[6]",-1.56875624740611
4,"allmonuments_nozero","scaling[7]",-1.42186243872774
4,"allmonuments_nozero","scaling[8]",-1.64439825034456
4,"allmonuments_nozero","scaling[9]",-1.38508418283173
4,"allmonuments_nozero","scaling[10]",-1.63827152101217
4,"allmonuments_nozero","scaling[11]",-1.4695561716897
4,"allmonuments_nozero","scaling[12]",-1.35616366142653
4,"allmonuments_nozero","scaling[13]",-1.41811756206756
4,"allmonuments_nozero","scaling[14]",-1.48612435823482
4,"allmonuments_nozero","scaling[15]",-1.46910354011529
4,"allmonuments_nozero","scaling[16]",-1.62224731800911
4,"allmonuments_nozero","scaling[17]",-1.46690837774828
4,"allmonuments_nozero","scaling[18]",-1.29380864367256
4,"allmonuments_nozero","scaling[19]",-1.49693817761483
4,"allmonuments_nozero","scaling[20]",-1.31289278646138
4,"allmonuments_nozero","scaling[21]",-1.49309962132442
4,"allmonuments_nozero","scaling[22]",-1.51583179746334
4,"allmonuments_nozero","scaling[23]",-1.22105895656841
4,"allmonuments_nozero","scaling[24]",-1.51363865174856
4,"allmonuments_nozero","scaling[25]",-1.52644323632374
4,"allmonuments_nozero","scaling[26]",-1.52158490731628
4,"allmonuments_nozero","scaling[27]",-1.55097634374833
4,"allmonuments_nozero","scaling[28]",-1.14211112905719
4,"allmonuments_nozero","scaling[29]",-1.25129906512343
4,"allmonuments_nozero","scaling[30]",-1.27425983360939
4,"allmonuments_nozero","scaling[31]",-1.36830079590371
4,"allmonuments_nozero","scaling[32]",-1.26608663816369
4,"allmonuments_nozero","scaling[33]",-1.19162839439104
4,"allmonuments_nozero","scaling[34]",-1.31773593378461
4,"allmonuments_nozero","scaling[35]",-1.26141080237831
4,"allmonuments_nozero","scaling[36]",-1.29259565973322
4,"allmonuments_nozero","scaling[37]",-1.27041383895092
4,"allmonuments_nozero","scaling[38]",-1.39290018253358
4,"allmonuments_nozero","scaling[39]",-1.68775427518409
4,"allmonuments_nozero","scaling[40]",-1.31119666475022
4,"allmonuments_nozero","scaling[41]",-1.63382604225751
4,"allmonuments_nozero","scaling[42]",-1.21184115050711
4,"allmonuments_nozero","scaling[43]",-1.52561093131134
4,"allmonuments_nozero","scaling[44]",-1.51363767440503
4,"allmonuments_nozero","scaling[45]",-1.66137689432969
4,"allmonuments_nozero","scaling[46]",-1.51837272275798
4,"allmonuments_nozero","scaling[47]",-1.60783615397861
4,"allmonuments_nozero","scaling[48]",-1.63312019771974
4,"allmonuments_nozero","scaling[49]",-1.47443629442189
4,"allmonuments_nozero","scaling[50]",-1.56407859151793
4,"allmonuments_nozero","scaling[51]",-1.57826586664645
4,"allmonuments_nozero","scaling0",-1.48401048941658
4,"allmonuments_nozero","sd0",0.72358612007704
4,"allmonuments_nozero","sd1",0.417061018596711
4,"allmonuments_nozero","sigma_pop",0.216766641142991
4,"allmonuments_nozero","size",-2.22306737726577
